vphone_ad,year,unit_code,street_ad,scity_ad,state_ad,szip_ad,type_cd,closed_ind,new_ind,super_nm,category_cd,url_ad,grade_range_cd,calendar_type_txt,sna_pgm_type_cd,cover_letter_ad,school_type_txt,calendar_only_txt,title1_type_cd,clp_ind,focus_clp_ind,summer_program_ind,asm_no_spg_ind,no_data_spg_ind,Lea_Name,School_Name,State_Name,esea_status,student_num,lea_avg_student_num,st_avg_student_num,Grad_project_status,stem,url,Latitude,Longitude,D_D_E_F_G,Street number,Street,City,State,Country,Zip,Address components
(336)349-6361,2017,790366,1901 S Park Dr,Reidsville,NC,27320,P,0,0,,H,http://www.rock.k12.nc.us/Rhs/index.htm,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Rockingham County Schools,Reidsville High,State Of North Carolina,,725,788,853,Y,,36.329975,-79.675195,1901 S Park Dr Reidsville NC 27320,1901,South Park Drive,Reidsville,North Carolina,United States,27320,"1901, South Park Drive, Reidsville, Reidsville, Rockingham County, North Carolina, United States, 27320, 6809"
(336)634-3220,2017,790378,180 High School Rd,Reidsville,NC,27320,P,0,0,,H,http://www.rock.k12.nc.us/Rchs/index.htm,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Rockingham County Schools,Rockingham County High,State Of North Carolina,,1054,788,853,Y,,36.387213,-79.7425397,180 High School Rd Reidsville NC 27320,180,High School Road,Reidsville,North Carolina,United States,27320,"180, High School Road, Reidsville, Wentworth, Rockingham County, North Carolina, United States, 27320, 8889"
(336)342-4261,2017,790379,NC Hwy 65,Wentworth,NC,27375,P,0,0,,H,,13-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Rockingham County Schools,Rockingham Co Early College High,State Of North Carolina,,333,788,853,Y,,36.2556076,-79.960093,NC Hwy 65 Wentworth NC 27375,,North Carolina 65,,North Carolina,United States,,"North Carolina 65, North Carolina, United States"
(704)279-5232,2017,800340,175 St Lukes Church Rd,Salisbury,NC,28146,P,0,0,,H,http://erhs.rss.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,http://www.rss.k12.nc.us/sites/rss.k12.nc.us/files/rss_2017_welcome_letter.pdf,Regular School,Traditional Calendar,,,,Y,,,Rowan-Salisbury Schools,East Rowan High,State Of North Carolina,,1011,833,853,Y,,35.5931729,-80.4225268,175 St Lukes Church Rd Salisbury NC 28146,175,Saint Lukes Church Road,Salisbury,North Carolina,United States,28146,"175, Saint Lukes Church Road, Salisbury, Providence, Rowan County, North Carolina, United States, 28146"
(704)855-7297,2017,800361,290 Kress Venture Dr,China Grove,NC,28023,P,0,0,,H,http://jchs.rss.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,http://www.rss.k12.nc.us/sites/rss.k12.nc.us/files/rss_2017_welcome_letter.pdf,Regular School,Traditional Calendar,,,,Y,,,Rowan-Salisbury Schools,Carson High,State Of North Carolina,,1211,833,853,Y,,35.5659986,-80.5437339,290 Kress Venture Dr China Grove NC 28023,290,Kress Venture Drive,China Grove,North Carolina,United States,28023,"290, Kress Venture Drive, China Grove, China Grove, Rowan County, North Carolina, United States, 28023"
(704)636-4420,2017,800376,300 North Whitehead Ave,Spencer,NC,28159,P,0,0,,H,http://nrhs.rss.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,http://www.rss.k12.nc.us/sites/rss.k12.nc.us/files/rss_2017_welcome_letter.pdf,Regular School,Traditional Calendar,,,,Y,,,Rowan-Salisbury Schools,North Rowan High,State Of North Carolina,,598,833,853,Y,,35.6973332,-80.4294357,300 North Whitehead Ave Spencer NC 28159,300,North Whitehead Avenue,Spencer,North Carolina,United States,28159,"300, North Whitehead Avenue, Spencer, Salisbury, Rowan County, North Carolina, United States, 28159, 2437"
(704)216-3873,2017,800394,1333 Jake Alexander Blvd S,Salisbury,NC,28146,P,0,0,,H,http://rcec.rss.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,http://www.rss.k12.nc.us/sites/rss.k12.nc.us/files/rss_2017_welcome_letter.pdf,Regular School,Traditional Calendar,,,,Y,,,Rowan-Salisbury Schools,Rowan Co Early College,State Of North Carolina,,233,833,853,Y,,35.6402478,-80.4809359,1333 Jake Alexander Blvd S Salisbury NC 28146,1333,Jake Alexander Boulevard South,Granite Quarry,North Carolina,United States,28146,"1333, Jake Alexander Boulevard South, Granite Quarry, Salisbury, Rowan County, North Carolina, United States, 28146, 8357"
(704)636-1221,2017,800396,500 Lincolnton Rd,Salisbury,NC,28144,P,0,0,,H,http://shs.rss.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,http://www.rss.k12.nc.us/sites/rss.k12.nc.us/files/rss_2017_welcome_letter.pdf,Regular School,Traditional Calendar,,,,Y,,,Rowan-Salisbury Schools,Salisbury High,State Of North Carolina,,805,833,853,Y,,35.6648179,-80.484865,500 Lincolnton Rd Salisbury NC 28144,500,Lincolnton Road,Salisbury,North Carolina,United States,28144,"500, Lincolnton Road, Salisbury, Salisbury, Rowan County, North Carolina, United States, 28144"
(704)857-1161,2017,800400,1655 Patterson St,China Grove,NC,28023,P,0,0,,H,http://srhs.rss.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,http://www.rss.k12.nc.us/sites/rss.k12.nc.us/files/rss_2017_welcome_letter.pdf,Regular School,Traditional Calendar,,,,Y,,,Rowan-Salisbury Schools,South Rowan High,State Of North Carolina,,915,833,853,Y,,35.572984,-80.610293,1655 Patterson St China Grove NC 28023,1655,Patterson Street,China Grove,North Carolina,United States,28023,"1655, Patterson Street, China Grove, China Grove, Rowan County, North Carolina, United States, 28023, 5705"
(704)278-9233,2017,800408,8050 NC 801 Hwy,Mount Ulla,NC,28125,P,0,0,,H,http://wrhs.rss.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,http://www.rss.k12.nc.us/sites/rss.k12.nc.us/files/rss_2017_welcome_letter.pdf,Regular School,Traditional Calendar,,,,Y,,,Rowan-Salisbury Schools,West Rowan High,State Of North Carolina,,1059,833,853,Y,,35.6987181,-80.6439773,8050 NC 801 Hwy Mount Ulla NC 28125,8050,North Carolina 801,Mount Ulla,North Carolina,United States,28125,"8050, North Carolina 801, Mount Ulla, Steele, Rowan County, North Carolina, United States, 28125, 8619"
(828)245-5883,2017,810324,1603 Chase High Rd,Forest City,NC,28043,P,0,0,,H,http://chs.rcsnc.org,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Rutherford County Schools,Chase High School,State Of North Carolina,,766,614,853,Y,,35.2503165,-81.843866,1603 Chase High Rd Forest City NC 28043,1603,Chase High Road,Forest City,North Carolina,United States,28043,"1603, Chase High Road, Forest City, High Shoals, Rutherford County, North Carolina, United States, 28043"
(828)245-6424,2017,810340,331 East High Rd,Bostic,NC,28018,P,0,0,,H,http://erhs.rcsnc.org/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Rutherford County Schools,East Rutherford High School,State Of North Carolina,,699,614,853,Y,,35.3408462,-81.8178248,331 East High Rd Bostic NC 28018,331,East High Road,Bostic,North Carolina,United States,28018,"331, East High Road, Bostic, Colfax, Rutherford County, North Carolina, United States, 28018, 8737"
(828)287-3304,2017,810384,641 Hwy 221 North,Rutherfordton,NC,28139,P,0,0,,H,http://rschs.rcsnc.org/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Rutherford County Schools,R-S Central High School,State Of North Carolina,,820,614,853,Y,,35.4026798,-81.9676299,641 Hwy 221 North Rutherfordton NC 28139,641,U.S. 221,Rutherfordton,North Carolina,United States,28139,"641, U.S. 221, Rutherfordton, Rutherfordton, Rutherford County, North Carolina, United States, 28139"
(828)288-2202,2017,810385,286 ICC Loop Road,Spindale,NC,28160,P,0,0,,H,http://reach.rcsnc.org/,13-Sep,Regular School, Year-Round Calendar,Y,,Regular School,Year-Round Calendar,,,,Y,,,Rutherford County Schools,Rutherford Early College High School,State Of North Carolina,,170,614,853,Y,,35.3362041,-81.9131525,286 ICC Loop Road Spindale NC 28160,286,I C C Loop Road,Rutherfordton,North Carolina,United States,28139,"286, I C C Loop Road, Rutherfordton, Cool Spring, Rutherford County, North Carolina, United States, 28139"
(910)592-8081,2017,820324,1801 Sunset Ave,Clinton,NC,28329,P,0,0,,H,http://www.sampson.k12.nc.us/sechs,13-Sep,Regular School, Traditional Calendar,R,https://www.sampson.k12.nc.us/Page/3283,Regular School,Traditional Calendar,,,,,,,Sampson County Schools,Sampson Early College High,State Of North Carolina,,266,521,853,Y,,34.9904375,-78.3599458,1801 Sunset Ave Clinton NC 28329,1801,Sunset Avenue,Clinton,North Carolina,United States,28328,"1801, Sunset Avenue, Clinton, South Clinton, Sampson County, North Carolina, United States, 28328, 3139"
(910)594-0242,2017,820348,12201 Hobbton Hwy,Newton Grove,NC,28366,P,0,0,,H,http://www.sampson.k12.nc.us/HobbtonHigh/,12-Sep,Regular School, Traditional Calendar,R,https://www.sampson.k12.nc.us/Page/3283,Regular School,Traditional Calendar,,,,Y,,,Sampson County Schools,Hobbton High,State Of North Carolina,,527,521,853,N,,35.1776337,-78.3289252,12201 Hobbton Hwy Newton Grove NC 28366,12201,Hobbton Highway,Newton Grove,North Carolina,United States,28366,"12201, Hobbton Highway, Newton Grove, Halls, Sampson County, North Carolina, United States, 28366, 7246"
(910)525-5171,2017,820349,245 Lakewood School Rd,Salemburg,NC,28385,P,0,0,,H,http://www.sampson.k12.nc.us/LakewoodHigh/,12-Sep,Regular School, Traditional Calendar,R,https://www.sampson.k12.nc.us/Page/3283,Regular School,Traditional Calendar,,,,Y,,,Sampson County Schools,Lakewood High,State Of North Carolina,,530,521,853,N,,34.9909373,-78.5007858,245 Lakewood School Rd Salemburg NC 28385,245,Lakewood School Road,Salemburg,North Carolina,United States,28385,"245, Lakewood School Road, Salemburg, Honeycutt, Sampson County, North Carolina, United States, 28385, 9118"
(910)567-6664,2017,820352,15274 Spiveys Corner Highway,Newton Grove,NC,28366,P,0,0,,H,http://www.sampson.k12.nc.us/MidwayHigh/,12-Sep,Regular School, Traditional Calendar,R,https://www.sampson.k12.nc.us/Page/3283,Regular School,Traditional Calendar,,,,Y,,,Sampson County Schools,Midway High,State Of North Carolina,,747,521,853,N,,35.173743,-78.4750679,15274 Spiveys Corner Highway Newton Grove NC 28366,15274,Spiveys Corner Highway,Newton Grove,North Carolina,United States,28366,"15274, Spiveys Corner Highway, Newton Grove, Plain View, Sampson County, North Carolina, United States, 28366, 6120"
(910)532-6300,2017,820388,1189 Kader Merritt Road,Rose Hill,NC,28458,P,0,0,,H,http://www.sampson.k12.nc.us/unionhigh,12-Sep,Regular School, Traditional Calendar,R,https://www.sampson.k12.nc.us/Page/3283,Regular School,Traditional Calendar,Y,,,Y,,,Sampson County Schools,Union High,State Of North Carolina,,533,521,853,N,,34.808835,-78.242059,1189 Kader Merritt Road Rose Hill NC 28458,1189,Kader Merritt Road,Rose Hill,North Carolina,United States,28458,"1189, Kader Merritt Road, Rose Hill, Taylors Bridge, Sampson County, North Carolina, United States, 28458, 8842"
(910)592-2067,2017,821308,340 Indian Town Road,Clinton,NC,28328,P,0,0,,H,http://chs.clinton.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Clinton City Schools,Clinton High,State Of North Carolina,,871,871,853,N,,34.9718577,-78.3303167,340 Indian Town Road Clinton NC 28328,340,Indian Town Road,Clinton,North Carolina,United States,28328,"340, Indian Town Road, Clinton, South Clinton, Sampson County, North Carolina, United States, 28328, 1400"
(910)276-7370,2017,830343,1000 West Church St,Laurinburg,NC,28352,P,0,0,,H,,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,Y,,Y,,,Scotland County Schools,Scotland High School,State Of North Carolina,,1430,812,853,N,,34.778051,-79.477823,1000 West Church St Laurinburg NC 28352,1000,West Church Street,Laurinburg,North Carolina,United States,28352,"1000, West Church Street, Laurinburg, Stewartsville, Scotland County, North Carolina, United States, 28352"
(910)277-3951,2017,830348,1700 Dogwood Mile,Laurinburg,NC,28352,P,0,0,,H,,13-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Scotland County Schools,Scotland Early College High,State Of North Carolina,,193,812,853,N,,34.744214,-79.480606,1700 Dogwood Mile Laurinburg NC 28352,1700,Dogwood Mile Street,Laurinburg,North Carolina,United States,28352,"1700, Dogwood Mile Street, Laurinburg, Stewartsville, Scotland County, North Carolina, United States, 28352"
(704)961-3000,2017,840302,311 Park Ridge Road,Albemarle,NC,28001,P,0,0,,H,http://ahs.stanlycountyschools.org,12-Sep,Regular School, Traditional Calendar,R,http://www.stanlycountyschools.org/schools/superintendent-letter,Regular School,Traditional Calendar,,,,,,,Stanly County Schools,Albemarle High,State Of North Carolina,,440,419,853,Y,,35.371967,-80.192856,311 Park Ridge Road Albemarle NC 28001,311,Park Ridge Road,Albemarle,North Carolina,United States,28001,"311, Park Ridge Road, Albemarle, North Albemarle, Stanly County, North Carolina, United States, 28001, 2818"
(704)961-4600,2017,840332,40206 US Hwy 52 N,New London,NC,28127,P,0,0,,H,http://www.nshs.stanlycountyschools.org,12-Sep,Regular School, Traditional Calendar,R,http://www.stanlycountyschools.org/schools/superintendent-letter,Regular School,Traditional Calendar,,,,,,,Stanly County Schools,North Stanly High,State Of North Carolina,,576,419,853,Y,,35.4267743,-80.2110206,40206 US Hwy 52 N New London NC 28127,40206,U.S. 52,New London,North Carolina,United States,28127,"40206, U.S. 52, New London, Harris, Stanly County, North Carolina, United States, 28127, 8552"
(704)961-4100,2017,840356,40488 S Stanly School Rd,Norwood,NC,28128,P,0,0,,H,http://www.sshs.stanlycountyschools.org,12-Sep,Regular School, Traditional Calendar,R,http://www.stanlycountyschools.org/schools/superintendent-letter,Regular School,Traditional Calendar,,,,,,,Stanly County Schools,South Stanly High,State Of North Carolina,,510,419,853,Y,,35.2306162,-80.1649421,40488 S Stanly School Rd Norwood NC 28128,40488,South Stanly School Road,Norwood,North Carolina,United States,28128,"40488, South Stanly School Road, Norwood, Center, Stanly County, North Carolina, United States, 28128, 8757"
(704)991-0185,2017,840361,141 College Drive,Albemarle,NC,28001,P,0,0,,H,http://www.echs.stanlycountyschools.org,13-Sep,Regular School, Traditional Calendar,R,http://www.stanlycountyschools.org/schools/superintendent-letter,Regular School,Traditional Calendar,,,,,,,Stanly County Schools,Stanly Early College High,State Of North Carolina,,207,419,853,Y,,35.3392812,-80.2360883,141 College Drive Albemarle NC 28001,141,College Drive,Albemarle,North Carolina,United States,28001,"141, College Drive, Albemarle, South Albemarle, Stanly County, North Carolina, United States, 28001, 7458"
(704)961-5200,2017,840368,306 East Red Cross Road,Oakboro,NC,28129,P,0,0,,H,http://www.wshs.stanlycountyschools.org,12-Sep,Regular School, Traditional Calendar,R,http://www.stanlycountyschools.org/schools/superintendent-letter,Regular School,Traditional Calendar,,,,,,,Stanly County Schools,West Stanly High,State Of North Carolina,,746,419,853,Y,,35.2677326,-80.3467846,306 East Red Cross Road Oakboro NC 28129,306,East Red Cross Road,Oakboro,North Carolina,United States,28129,"306, East Red Cross Road, Oakboro, Big Lick, Stanly County, North Carolina, United States, 28129, 7202"
(704)463-0567,2017,84B000,49464 Merner Terrace,Misenheimer,NC,28109,C,0,0,Helen Nance,H,http://www.graystoneday.org,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Charter and Non-District Affiliated Schools,Gray Stone Day,State Of North Carolina,,459,,853,N,,35.4836669,-80.2762973,49464 Merner Terrace Misenheimer NC 28109,49464,Merner Terrace,Misenheimer,North Carolina,United States,28109,"49464, Merner Terrace, Misenheimer, Harris, Stanly County, North Carolina, United States, 28109"
(336)593-8134,2017,850332,1350 N Stokes Sch Rd,Danbury,NC,27016,P,0,0,,H,http://www.north.stokes.k12.nc.us/,12-Sep,Regular School, Traditional Calendar,R,http://www.stokes.k12.nc.us/srcwelcome/letter.html,Regular School,Traditional Calendar,,,,,,,Stokes County Schools,North Stokes High,State Of North Carolina,,376,484,853,N,,36.464439,-80.28031,1350 N Stokes Sch Rd Danbury NC 27016,1350,North Stokes School Road,Danbury,North Carolina,United States,27016,"1350, North Stokes School Road, Danbury, Peters Creek, Stokes County, North Carolina, United States, 27016, 7237"
(336)994-2995,2017,850352,1100 S Stokes High Drive,Walnut Cove,NC,27052,P,0,0,,H,http://www.south.stokes.k12.nc.us/,12-Sep,Regular School, Traditional Calendar,R,http://www.stokes.k12.nc.us/srcwelcome/letter.html,Regular School,Traditional Calendar,,,,,,,Stokes County Schools,South Stokes High,State Of North Carolina,,512,484,853,N,,36.326134,-80.240401,1100 S Stokes High Drive Walnut Cove NC 27052,1100,South Stokes High Drive,Walnut Cove,North Carolina,United States,27052,"1100, South Stokes High Drive, Walnut Cove, Meadows, Stokes County, North Carolina, United States, 27052, 5842"
(336)983-2099,2017,850358,1400 Priddy Road,King,NC,27021,P,0,0,,H,http://www.west.stokes.k12.nc.us/,12-Sep,Regular School, Traditional Calendar,R,http://www.stokes.k12.nc.us/srcwelcome/letter.html,Regular School,Traditional Calendar,,,,,,,Stokes County Schools,West Stokes High,State Of North Carolina,,877,484,853,N,,36.3140098,-80.3758359,1400 Priddy Road King NC 27021,1400,Priddy Road,King,North Carolina,United States,27021,"1400, Priddy Road, King, Yadkin, Stokes County, North Carolina, United States, 27021"
(336)593-5402,2017,850360,1165 Dodgetown Rd,Walnut Cove,NC,27052,P,0,0,,H,http://www.earlycollege.stokes.k12.nc.us/,13-Sep,Regular School, Traditional Calendar,R,http://www.stokes.k12.nc.us/srcwelcome/letter.html,Regular School,Traditional Calendar,,,,,,,Stokes County Schools,Stokes Early College,State Of North Carolina,,172,484,853,N,,36.3763219,-80.1833158,1165 Dodgetown Rd Walnut Cove NC 27052,1165,Dodgetown Road,Walnut Cove,North Carolina,United States,27052,"1165, Dodgetown Road, Meadows, Walnut Cove, Meadows, Stokes County, North Carolina, United States, 27052"
(336)368-2251,2017,860316,801 W Main Street,Pilot Mountain,NC,27041,P,0,0,,H,http://www.surry.k12.nc.us/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Surry County Schools,East Surry High,State Of North Carolina,,610,650,853,Y,,36.392992,-80.47708,801 W Main Street Pilot Mountain NC 27041,801,West Main Street,Pilot Mountain,North Carolina,United States,27041,"801, West Main Street, Pilot Mountain, Pilot, Surry County, North Carolina, United States, 27041, 9318"
(336)789-5055,2017,860336,2440 W Pine Street,Mount Airy,NC,27030,P,0,0,,H,http://www.surry.k12.nc.us/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,Y,,Y,,,Surry County Schools,North Surry High,State Of North Carolina,,857,650,853,Y,,36.504944,-80.673766,2440 W Pine Street Mount Airy NC 27030,2440,West Pine Street,Mount Airy,North Carolina,United States,27030,"2440, West Pine Street, Mount Airy, Stewarts Creek, Surry County, North Carolina, United States, 27030, 8510"
(336)386-8842,2017,860352,716 South Main Street,Dobson,NC,27017,P,0,0,,H,http://www.surry.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Surry County Schools,Surry Central High,State Of North Carolina,,779,650,853,Y,,36.3817857,-80.7148274,716 South Main Street Dobson NC 27017,716,South Main Street,Dobson,North Carolina,United States,27017,"716, South Main Street, Dobson, Dobson, Surry County, North Carolina, United States, 27017, 8593"
(336)386-3621,2017,860354,630 South Main Street,Dobson,NC,27017,P,0,0,,H,http://www.surry.k12.nc.us,13-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Surry County Schools,Surry Early College,State Of North Carolina,,353,650,853,Y,,36.385371,-80.7161576,630 South Main Street Dobson NC 27017,630,South Main Street,Dobson,North Carolina,United States,27017,"630, South Main Street, Dobson, Dobson, Surry County, North Carolina, United States, 27017, 8432"
(336)835-3858,2017,861308,334 Elk Spur St,Elkin,NC,28621,P,0,0,,H,http://elkin.k12.nc.us/ehs/,12-Sep,Regular School, Traditional Calendar,R,https://goo.gl/JR65qd,Regular School,Traditional Calendar,,,,,,,Elkin City Schools,Elkin High,State Of North Carolina,,368,368,853,Y,,36.245632,-80.860273,334 Elk Spur St Elkin NC 28621,334,Elk Spur Street,Elkin,North Carolina,United States,28621,"334, Elk Spur Street, Elkin, Elkin, Surry County, North Carolina, United States, 28621, 3308"
(336)789-5147,2017,862312,1011 N South St,Mount Airy,NC,27030,P,0,0,,H,http://mahsbears.org,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Mount Airy City Schools,Mount Airy High,State Of North Carolina,,502,502,853,Y,,36.5120558,-80.6156425,1011 N South St Mount Airy NC 27030,1011,North South Street,Mount Airy,North Carolina,United States,27030,"1011, North South Street, Mount Airy, Mount Airy, Surry County, North Carolina, United States, 27030, 2851"
(828)488-2152,2017,870314,1415 Fontana Road,Bryson City,NC,28713,P,0,0,,H,http://www.swain.k12.nc.us/high,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Swain County Schools,Swain County High School,State Of North Carolina,,539,539,853,N,,35.4472269,-83.4563177,1415 Fontana Road Bryson City NC 28713,1415,Fontana Road,Bryson City,North Carolina,United States,28713,"1415, Fontana Road, Bryson City, Charleston, Swain County, North Carolina, United States, 28713, 6951"
(828)884-4103,2017,880308,609 N. Country Club Rd,Brevard,NC,28712,P,0,0,,H,http://bhs.tcsnc.org/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Transylvania County Schools,Brevard High,State Of North Carolina,,720,372,853,Y,,35.2172551,-82.7349386,609 N. Country Club Rd Brevard NC 28712,609,North Country Club Road,Brevard,North Carolina,United States,28712,"609, North Country Club Road, Brevard, Brevard, Transylvania County, North Carolina, United States, 28712, 8992"
(828)862-4284,2017,880328,749 Pickens Hwy,Rosman,NC,28772,P,0,0,,H,http://rhs.tcsnc.org/,12-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,,,,Transylvania County Schools,Rosman High,State Of North Carolina,,324,372,853,Y,,35.1446572,-82.8215056,749 Pickens Hwy Rosman NC 28772,749,Pickens Highway,Rosman,North Carolina,United States,28772,"749, Pickens Highway, Rosman, Catheys Creek, Transylvania County, North Carolina, United States, 28772, 9638"
(252)796-8161,2017,890304,902 Main St,Columbia,NC,27925,P,0,0,,H,http://chs.tyrrell.k12.nc.us/,13-Sep,Regular School, Traditional Calendar,R,,Regular School,Traditional Calendar,,,,Y,,,Tyrrell County Schools,Columbia High,State Of North Carolina,,171,171,853,Y,,35.919445,-76.246185,902 Main St Columbia NC 27925,902,Main Street,Columbia,North Carolina,United States,27925,"902, Main Street, Columbia, Columbia, Tyrrell County, North Carolina, United States, 27925"
(704)296-0105,2017,900311,1400 Cuthbertson Rd,Waxhaw,NC,28173,P,0,0,,H,http://chs.ucps.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,https://www.ucps.k12.nc.us/domain/141,Regular School,Traditional Calendar,,,,,,,Union County Public Schools,Cuthbertson High,State Of North Carolina,,1541,1229,853,N,,34.9754301,-80.7391584,1400 Cuthbertson Rd Waxhaw NC 28173,1400,Cuthbertson Road,Waxhaw,North Carolina,United States,28173,"1400, Cuthbertson Road, Waxhaw, Sandy Ridge, Union County, North Carolina, United States, 28173, 8101"
(704)233-4001,2017,900316,100 Forest Hills School Rd,Marshville,NC,28103,P,0,0,,H,http://fhhs.ucps.k12.nc.us/,12-Sep,Regular School, Traditional Calendar,R,https://www.ucps.k12.nc.us/domain/141,Regular School,Traditional Calendar,,Y,,,,,Union County Public Schools,Forest Hills High,State Of North Carolina,,996,1229,853,N,,34.979545,-80.414609,100 Forest Hills School Rd Marshville NC 28103,100,Forest Hills School Road South,Marshville,North Carolina,United States,28103,"100, Forest Hills School Road South, Marshville, Marshville, Union County, North Carolina, United States, 28103"
(704)296-3130,2017,900336,1 High School Dr,Monroe,NC,28112,P,0,0,,H,http://mhs.ucps.k12.nc.us/,12-Sep,Regular School, Traditional Calendar,R,https://www.ucps.k12.nc.us/domain/141,Regular School,Traditional Calendar,,,,,,,Union County Public Schools,Monroe High,State Of North Carolina,,1157,1229,853,N,,34.9724281,-80.5268582,1 High School Dr Monroe NC 28112,1,High School Drive,Monroe,North Carolina,United States,28112,"1, High School Drive, Monroe, Monroe, Union County, North Carolina, United States, 28112, 5158"
(704)292-7662,2017,900342,2839 Ridge Road,Indian Trail,NC,28079,P,0,0,,H,http://prhs.ucps.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,https://www.ucps.k12.nc.us/domain/141,Regular School,Traditional Calendar,,,,,,,Union County Public Schools,Porter Ridge High School,State Of North Carolina,,1712,1229,853,N,,35.0906014,-80.5738762,2839 Ridge Road Indian Trail NC 28079,2839,Ridge Road,Indian Trail,North Carolina,United States,28079,"2839, Ridge Road, Indian Trail, Goose Creek, Union County, North Carolina, United States, 28079, 6703"
(704)764-2900,2017,900344,3220 Parkwood School Rd,Monroe,NC,28112,P,0,0,,H,http://pwhs.ucps.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,https://www.ucps.k12.nc.us/domain/141,Regular School,Traditional Calendar,,,,,,,Union County Public Schools,Parkwood High,State Of North Carolina,,1132,1229,853,N,,34.9013369,-80.6305633,3220 Parkwood School Rd Monroe NC 28112,3220,Parkwood School Road,Monroe,North Carolina,United States,28112,"3220, Parkwood School Road, Monroe, Buford, Union County, North Carolina, United States, 28112, 0001"
(704)753-2810,2017,900348,3006 Sikes Mill Road,Monroe,NC,28110,P,0,0,,H,http://pmhs.ucps.k12.nc.us,12-Sep,Regular School, Traditional Calendar,R,https://www.ucps.k12.nc.us/domain/141,Regular School,Traditional Calendar,,,,,,,Union County Public Schools,Piedmont High,State Of North Carolina,,1361,1229,853,N,,35.0952497,-80.4916131,3006 Sikes Mill Road Monroe NC 28110,3006,Sikes Mill Road,Monroe,North Carolina,United States,28110,"3006, Sikes Mill Road, Monroe, Goose Creek, Union County, North Carolina, United States, 28110, 9782"
(704)296-3020,2017,900360,5211 Old Charlotte Hwy,Monroe,NC,28110,P,0,0,,H,http://svhs.ucps.k12.nc.us/,12-Sep,Regular School, Traditional Calendar,R,https://www.ucps.k12.nc.us/domain/141,Regular School,Traditional Calendar,,,,,,,Union County Public Schools,Sun Valley High,State Of North Carolina,,1432,1229,853,N,,35.0448044,-80.6460298,5211 Old Charlotte Hwy Monroe NC 28110,5211,Old Charlotte Highway,Monroe,North Carolina,United States,28110,"5211, Old Charlotte Highway, Monroe, Vance, Union County, North Carolina, United States, 28110, 7343"
(704)296-3088,2017,900366,600 Brewer Dr,Monroe,NC,28112,P,0,0,,H,http://cata.ucps.k12.nc.us/,12-Sep,Regular School, Traditional Calendar,R,https://www.ucps.k12.nc.us/domain/141,Regular School,Traditional Calendar,,,,,,,Union County Public Schools,Central Academy of Technology and Arts,State Of North Carolina,,828,1229,853,N,,34.9719351,-80.5674519,600 Brewer Dr Monroe NC 28112,600,Brewer Drive,Monroe,North Carolina,United States,28112,"600, Brewer Drive, Monroe, Monroe, Union County, North Carolina, United States, 28112"
